Total itemsets found: 4897
Elapsed time: 5682ms
[64] - 514.22
[68] - 555.2199999999993
[47] - 561.5899999999999
[46] - 593.21
[7] - 625.9999999999998
[123] - 639.7499999999997
[88, 21] - 584.0994000000001
[79, 21] - 591.3639000000004
[94, 21] - 588.1841999999995
[36, 21] - 591.8744999999994
[90, 21] - 599.8233999999993
[55, 22] - 572.2591000000001
[22, 41] - 566.5232999999995
[22, 38] - 576.5353999999999
[22, 97] - 596.7493999999998
[22, 94] - 599.3989999999992
[22, 36] - 604.7612999999997
[22, 90] - 604.4610000000006
[44, 1] - 564.6075999999995
[44, 71] - 517.9348
[44, 67] - 555.5119000000002
[44, 41] - 534.1138999999995
[44, 97] - 622.6347999999987
[44, 94] - 594.5397999999996
[44, 36] - 588.9077
[44, 90] - 624.8185999999995
[2, 125] - 566.2590999999993
[24, 125] - 563.4760999999999
[125, 38] - 638.5596000000014
[125, 97] - 620.8170999999991
[125, 94] - 640.4320999999999
[36, 125] - 648.0973999999998
[125, 90] - 645.1415000000006
[23, 53] - 550.7477000000002
[104, 53] - 551.2951
[1, 53] - 552.5098000000002
[71, 53] - 534.4706000000004
[67, 53] - 578.7213999999998
[41, 53] - 567.4458999999995
[38, 53] - 580.6131000000005
[97, 53] - 531.5153000000004
[67, 36, 104, 90, 94, 41] - 509.1309091979664
[67, 36, 104, 38, 94, 97] - 540.0905495389658
[67, 104, 38, 90, 94, 97] - 537.5751086258743
[67, 36, 104, 38, 90, 97] - 545.7943442060017
[67, 36, 104, 38, 90, 94] - 561.6851874902646
[67, 36, 104, 90, 94, 97] - 577.6031611232712
[104, 38, 94, 41, 97] - 643.0645726629998
[36, 104, 38, 41, 97] - 649.6957830715003
[104, 38, 90, 41, 97] - 694.0777069910998
[36, 104, 38, 90, 94, 41] - 510.10055695182314
[36, 104, 94, 41, 97] - 648.3666088663008
[104, 90, 94, 41, 97] - 645.2497166396008
[36, 104, 90, 41, 97] - 652.4745922417997
[36, 104, 38, 90, 94, 97] - 566.1622220452026
[1, 90, 120] - 508.2067520000003
[88, 56, 120] - 578.5162409999991
[88, 71, 120] - 522.7479590000003
[88, 67, 120] - 530.7984740000004
[88, 36, 38, 120] - 505.67646726000027
[88, 94, 97, 120] - 524.4231547399997
[88, 36, 97, 120] - 532.8211666
[88, 90, 97, 120] - 527.9847173400001
[88, 36, 94, 120] - 552.9487287899996
[88, 90, 94, 120] - 549.6680842500002
[88, 36, 90, 120] - 558.4630247199999
[56, 79, 120] - 585.8279159999995
[79, 71, 120] - 543.5952890000001
[67, 79, 120] - 550.3122329999998
[79, 38, 94, 120] - 517.7718755199998
[79, 36, 38, 120] - 522.6319640000002
[79, 38, 90, 120] - 518.2738437800004
[79, 94, 97, 120] - 561.9374343699998
[79, 36, 97, 120] - 566.9058592700002
[79, 90, 97, 120] - 560.8049465100007
[79, 36, 94, 120] - 590.1717415300005
[79, 90, 94, 120] - 584.79844102
[79, 36, 90, 120] - 591.5481082399999
[56, 24, 38, 120] - 540.3822499100012
[56, 24, 97, 120] - 549.7310121900002
[56, 24, 94, 120] - 546.1434263200006
[56, 24, 36, 120] - 546.5603051900009
[56, 24, 90, 120] - 545.6352907899999
[56, 38, 71, 120] - 561.8514084199994
[56, 71, 97, 120] - 598.4003457600002
[56, 71, 94, 120] - 596.2353773300001
[56, 36, 71, 120] - 600.4411257199998
[56, 90, 71, 120] - 599.4074384599993
[56, 67, 38, 120] - 564.66323814
[56, 67, 97, 120] - 599.3563346999998
[56, 67, 94, 120] - 597.39347309
[56, 67, 36, 120] - 601.7891698399999
[56, 67, 90, 120] - 600.46905623
[56, 38, 94, 97, 120] - 642.1849562622997
[56, 36, 38, 97, 120] - 647.7846977592011
[56, 38, 90, 97, 120] - 642.8431077658995
[56, 36, 38, 94, 120] - 643.4510925512006
[56, 38, 90, 94, 120] - 639.317372278299
[56, 36, 38, 90, 120] - 645.1683617379003
[56, 36, 90, 94, 97, 120] - 505.7857762622746
[24, 38, 94, 97, 120] - 596.1966823916998
[24, 36, 38, 97, 120] - 593.0797101599002
[24, 38, 90, 97, 120] - 618.491290850099
[24, 36, 38, 94, 120] - 592.6961805728001
[24, 38, 90, 94, 120] - 595.3051079572996
[24, 36, 38, 90, 120] - 592.2305308770004
[24, 36, 94, 97, 120] - 628.320867653201
[24, 90, 94, 97, 120] - 631.7118859651002
[24, 36, 90, 97, 120] - 628.524379771701
[24, 36, 90, 94, 120] - 627.6835161820994
[67, 38, 71, 120] - 547.38664087
[67, 71, 97, 120] - 573.7277086299997
[67, 71, 94, 120] - 565.0970276299998
[67, 36, 71, 120] - 571.9949661699998
[67, 90, 71, 120] - 604.5156147200001
[38, 71, 97, 120] - 665.7731313399997
[38, 71, 94, 120] - 655.9966903699998
[36, 38, 71, 120] - 662.1801354899983
[38, 90, 71, 120] - 693.546607749998
[36, 71, 94, 97, 120] - 521.9264410693
[90, 71, 94, 97, 120] - 520.7654873905994
[36, 90, 71, 97, 120] - 526.0309461296997
[36, 90, 71, 94, 120] - 543.8807793334006
[67, 38, 97, 120] - 672.9783605099998
[67, 38, 94, 120] - 663.1036054400015
[67, 36, 38, 120] - 669.7839404200001
[67, 38, 90, 120] - 700.4775114099994
[67, 36, 94, 97, 120] - 526.7103225983009
[67, 90, 94, 97, 120] - 526.0093641557997
[67, 36, 90, 97, 120] - 531.1749099661996
[67, 36, 90, 94, 120] - 548.6561547056997
[38, 41, 97, 120] - 549.7655224300014
[38, 94, 41, 120] - 547.69740552
[36, 38, 41, 120] - 549.4821804600008
[38, 90, 41, 120] - 579.7485471600008
[94, 41, 97, 120] - 521.8173350600001
[36, 41, 97, 120] - 522.1248897900003
[90, 41, 97, 120] - 552.8656121299999
[36, 94, 41, 120] - 552.7868496000003
[90, 94, 41, 120] - 552.3841908499993
[36, 90, 41, 120] - 554.6376581900007
[36, 38, 90, 94, 97, 120] - 648.3478113749577
[88, 1, 79, 71] - 525.7130938999995
[88, 67, 1, 79] - 599.7117776900004
[88, 1, 79, 94, 41] - 548.6129928201999
[88, 1, 79, 36, 41] - 550.1954351276003
[88, 1, 79, 90, 41] - 547.5217250221001
[88, 1, 79, 94, 97] - 518.2550311587995
[88, 1, 79, 36, 97] - 519.5431633478995
[88, 1, 79, 90, 97] - 516.6247050360001
[88, 1, 79, 36, 94] - 609.7574234545983
[88, 1, 79, 90, 94] - 607.6142932749998
[88, 1, 79, 36, 90] - 610.6115367926006
[88, 1, 56, 41] - 505.91724223999944
[88, 1, 56, 97] - 541.2427944999997
[88, 1, 56, 94] - 539.5968131700005
[88, 1, 56, 36] - 539.7264634300001
[88, 1, 56, 90] - 533.3441285399994
[88, 1, 24] - 626.7803019999999
[88, 67, 1, 71] - 555.1288263600003
[88, 1, 71, 41] - 594.3647133899999
[88, 1, 71, 97] - 570.531008829999
[88, 1, 71, 94] - 655.07776397
[88, 1, 36, 71] - 664.7773729299998
[88, 1, 90, 71] - 656.1333007000003
[88, 1, 67, 41] - 658.5368588300007
[88, 1, 67, 97] - 644.5864619800003
[88, 1, 67, 36, 94] - 551.3076872306992
[88, 1, 67, 90, 94] - 547.9947854558003
[88, 1, 67, 36, 90] - 555.4053684165999
[88, 1, 94, 41, 97] - 551.8037129134999
[88, 1, 36, 41, 97] - 555.3662289263995
[88, 1, 90, 41, 97] - 548.0547754271998
[88, 1, 36, 94, 41] - 653.9023574763995
[88, 1, 90, 94, 41] - 646.5485641220015
[88, 1, 36, 90, 41] - 651.7600695035
[88, 1, 38] - 656.4590490000015
[88, 1, 36, 94, 97] - 614.0843544022001
[88, 1, 90, 94, 97] - 606.8530650398002
[88, 1, 36, 90, 97] - 611.1018791491985
[88, 1, 36, 90, 94] - 710.4732732066977
[1, 56, 79, 97] - 533.9965832799986
[1, 56, 79, 94] - 536.3567720300001
[1, 56, 79, 36] - 532.9277564699994
[1, 56, 79, 90] - 530.8679037099996
[1, 24, 79] - 655.8557460000003
[67, 1, 79, 71] - 558.0898256200011
[1, 79, 71, 41] - 593.9843199999998
[1, 79, 71, 97] - 576.3085840799995
[1, 79, 71, 94] - 667.4849643600003
[1, 79, 36, 90, 71] - 506.7477079427993
[1, 67, 79, 41] - 651.6856709899984
[1, 67, 79, 97] - 646.6895882599994
[1, 67, 79, 36, 94] - 553.2901222277018
[1, 67, 79, 90, 94] - 554.4198551371989
[1, 67, 79, 36, 90] - 558.8726126691005
[1, 79, 94, 41, 97] - 544.0290319488995
[1, 79, 36, 41, 97] - 543.4551581439991
[1, 79, 90, 41, 97] - 542.0519287263999
[1, 79, 36, 94, 41] - 646.0526835642006
[1, 79, 90, 94, 41] - 644.5268721425008
[1, 79, 36, 90, 41] - 647.2633285793003
[1, 79, 38] - 655.9972140000008
[1, 79, 36, 94, 97] - 621.6337395788995
[1, 79, 90, 94, 97] - 619.450460835799
[1, 79, 36, 90, 97] - 620.5881852810992
[1, 79, 36, 90, 94] - 724.1508201290002
[67, 1, 56, 71] - 654.3511027900007
[1, 56, 71, 41, 97] - 528.5157198210006
[1, 56, 71, 94, 41] - 527.899884180301
[1, 56, 36, 71, 41] - 533.9267141970997
[1, 56, 90, 71, 41] - 526.6642250438015
[1, 56, 38, 71] - 537.4134662499994
[1, 56, 71, 94, 97] - 551.0624161082994
[1, 56, 36, 71, 97] - 555.9690376642001
[1, 56, 90, 71, 97] - 549.3189087532986
[1, 56, 36, 71, 94] - 556.7719553697984
[1, 56, 90, 71, 94] - 549.8141500469013
[1, 56, 36, 90, 71] - 554.7177093719987
[1, 56, 67, 41, 97] - 528.1008237242997
[1, 56, 67, 94, 41] - 526.6863989924
[1, 56, 67, 36, 41] - 530.0179219257997
[1, 56, 67, 90, 41] - 527.5983929805996
[1, 56, 67, 38] - 537.7292357300004
[1, 56, 67, 94, 97] - 546.7644672726009
[1, 56, 67, 36, 97] - 550.3812415820998
[1, 56, 67, 90, 97] - 546.7383017726999
[1, 56, 67, 36, 94] - 549.8119120444011
[1, 56, 67, 90, 94] - 546.7044043596001
[1, 56, 67, 36, 90] - 549.5341439722
[1, 56, 38, 41] - 540.9095660000002
[1, 56, 94, 41, 97] - 648.9343846496005
[1, 56, 36, 41, 97] - 652.1407783539995
[1, 56, 90, 41, 97] - 646.5593497637994
[1, 56, 36, 94, 41] - 651.0739347075001
[1, 56, 90, 94, 41] - 645.8373678656006
[1, 56, 36, 90, 41] - 648.2655086074005
[1, 56, 38, 97] - 535.855706459999
[1, 56, 38, 94] - 534.826619850001
[1, 56, 36, 38] - 542.2916064499996
[1, 56, 38, 90] - 535.9331987600009
[1, 56, 36, 94, 97] - 674.9203271659992
[1, 56, 90, 94, 97] - 669.0994441607994
[1, 56, 36, 90, 97] - 670.9640780966005
[1, 56, 36, 90, 94] - 671.9041491814012
[1, 24, 41] - 645.471061999999
[1, 24, 97] - 613.3918790000005
[1, 24, 94] - 658.692257999998
[1, 24, 36] - 657.086156
[1, 67, 38, 71, 41] - 635.2588320044026
[1, 67, 71, 41, 97] - 640.6135352098021
[1, 67, 71, 94, 41] - 662.1082456088025
[1, 67, 36, 90, 71, 41] - 505.50592284578994
[1, 67, 38, 71, 97] - 597.7465434318996
[1, 67, 38, 71, 94] - 601.0529720282004
[1, 67, 36, 38, 71] - 612.1933623007991
[1, 67, 38, 90, 71] - 652.5256073190018
[1, 67, 71, 94, 97] - 636.2160619949012
[1, 67, 36, 71, 97] - 644.5839306915991
[1, 67, 90, 71, 97] - 686.5429079586006
[1, 67, 36, 90, 71, 94] - 537.2533090229706
[1, 38, 71, 41, 97] - 578.1432662255006
[1, 38, 71, 94, 41] - 582.4750743789991
[1, 36, 38, 71, 41] - 592.9133363605995
[1, 38, 90, 71, 41] - 633.0661762045005
[1, 71, 94, 41, 97] - 648.8999144273992
[1, 36, 71, 41, 97] - 657.2272352711007
[1, 90, 71, 41, 97] - 696.9323367080988
[1, 36, 90, 71, 94, 41] - 557.9587795653459
[1, 38, 71, 94, 97] - 545.2991704967997
[1, 36, 38, 71, 97] - 553.9640561525006
[1, 38, 90, 71, 97] - 594.7859564409996
[1, 36, 38, 71, 94] - 606.8396276601017
[1, 38, 90, 71, 94] - 600.3765530205999
[1, 36, 38, 90, 71] - 612.2119807109998
[1, 36, 90, 71, 94, 97] - 530.8048090839305
[1, 67, 38, 41, 97] - 623.5423549355007
[1, 67, 38, 94, 41] - 629.1760249690998
[1, 67, 36, 38, 41] - 640.3568097004003
[1, 67, 38, 90, 41] - 678.9887430131995
[1, 67, 36, 94, 41, 97] - 523.1760453707279
[1, 67, 90, 94, 41, 97] - 520.0723307306628
[1, 67, 36, 90, 41, 97] - 525.3636485557149
[1, 67, 36, 90, 94, 41] - 591.5278875091444
[1, 67, 38, 94, 97] - 603.0743753553027
[1, 67, 36, 38, 97] - 613.2443435473999
[1, 67, 38, 90, 97] - 653.1366371622001
[1, 67, 36, 38, 94] - 666.6461806880003
[1, 67, 38, 90, 94] - 659.2613678932001
[1, 67, 36, 38, 90] - 672.6480809162002
[1, 67, 36, 90, 94, 97] - 571.2175725894408
[1, 38, 94, 41, 97] - 571.1585681432996
[1, 36, 38, 41, 97] - 580.2278049540009
[1, 38, 90, 41, 97] - 620.0514209801007
[1, 36, 38, 94, 41] - 638.7059088191991
[1, 38, 90, 94, 41] - 630.7513805194995
[1, 36, 38, 90, 41] - 642.7503961510996
[1, 36, 90, 94, 41, 97] - 614.2480542716872
[1, 36, 38, 94, 97] - 608.9973634407002
[1, 38, 90, 94, 97] - 602.0509784152002
[1, 36, 38, 90, 97] - 612.5813280493012
[1, 36, 38, 90, 94] - 670.4187591235986
[88, 56, 79, 97] - 648.4094549800008
[88, 56, 79, 94] - 649.4109951700004
[88, 56, 79, 36] - 647.7814659100012
[88, 56, 79, 90] - 641.9852683800003
[88, 79, 24, 97] - 577.8621994700006
[88, 79, 24, 94] - 665.9738732800006
[88, 79, 24, 36] - 667.5634592799987
[88, 79, 24, 90] - 667.6326033400012
[88, 67, 79, 71] - 642.53651013
[88, 79, 71, 41] - 528.9318149700002
[88, 79, 38, 71] - 532.0672076100002
[88, 79, 71, 94, 97] - 526.6820353557995
[88, 79, 36, 71, 97] - 532.7035994294008
[88, 79, 90, 71, 97] - 531.0672290022992
[88, 79, 36, 71, 94] - 600.3392291746986
[88, 79, 90, 71, 94] - 598.9340302920012
[88, 79, 36, 90, 71] - 606.4841166033007
[88, 67, 79, 41] - 589.2237688499997
[88, 67, 79, 38] - 603.2209165200012
[88, 67, 79, 94, 97] - 578.9664016902994
[88, 67, 79, 36, 97] - 583.8195221946997
[88, 67, 79, 90, 97] - 586.6107512165999
[88, 67, 79, 36, 94] - 652.6901693956978
[88, 67, 79, 90, 94] - 656.0916506712998
[88, 67, 79, 36, 90] - 663.0927644682992
[88, 79, 94, 41, 97] - 526.6602036378996
[88, 79, 36, 41, 97] - 525.9217234144007
[88, 79, 90, 41, 97] - 524.2977112276997
[88, 79, 36, 94, 41] - 633.2363018923996
[88, 79, 90, 94, 41] - 633.138499701499
[88, 79, 36, 90, 41] - 633.6013556835993
[88, 79, 36, 38, 97] - 507.84920340409894
[88, 79, 36, 38, 94] - 539.7652109440991
[88, 79, 38, 90, 94] - 534.7241988523006
[88, 79, 36, 38, 90] - 545.7716321802006
[88, 79, 36, 90, 94, 97] - 597.4572859183681
[88, 56, 24, 97] - 602.3147528200006
[88, 56, 24, 94] - 600.79949128
[88, 56, 24, 36] - 600.7410627500007
[88, 56, 24, 90] - 597.3118625400001
[88, 56, 71, 97] - 559.7890396500002
[88, 56, 71, 94] - 555.6991966599988
[88, 56, 36, 71] - 560.1074300000007
[88, 56, 90, 71] - 553.1937184900011
[88, 56, 67, 97] - 552.3956131400003
[88, 56, 67, 94] - 551.4756019199988
[88, 56, 67, 36] - 551.4377454099995
[88, 56, 67, 90] - 553.0233906400003
[88, 56, 41, 97] - 597.8600745099986
[88, 56, 94, 41] - 598.2498707099992
[88, 56, 36, 41] - 596.9681462600005
[88, 56, 90, 41] - 592.3426105400009
[88, 56, 38, 97] - 541.8048384200004
[88, 56, 38, 94] - 537.2809687699994
[88, 56, 36, 38] - 544.0413989299984
[88, 56, 38, 90] - 536.3370035199999
[88, 56, 36, 90, 94, 97] - 509.386450655509
[88, 24, 71] - 573.3844930000001
[88, 67, 24] - 604.0349800000001
[88, 24, 41] - 559.4800809999998
[88, 24, 36, 94, 97] - 530.5627839687005
[88, 24, 90, 94, 97] - 530.8687762530997
[88, 24, 36, 90, 97] - 532.1778839920993
[88, 24, 36, 90, 94] - 596.0514650748001
[88, 67, 71, 41] - 539.3672314099996
[88, 67, 38, 71] - 635.4420927699999
[88, 67, 71, 94, 97] - 533.8287591887002
[88, 67, 36, 71, 97] - 543.4225820671998
[88, 67, 90, 71, 97] - 542.1500901303997
[88, 67, 36, 71, 94] - 602.784307406898
[88, 67, 90, 71, 94] - 600.4408551840997
[88, 67, 36, 90, 71] - 612.3669099292995
[88, 71, 41, 97] - 551.7444580000005
[88, 71, 94, 41] - 657.8120747500006
[88, 36, 71, 41] - 667.5459982000011
[88, 90, 71, 41] - 658.6534325900012
[88, 38, 71, 97] - 664.6321104400002
[88, 36, 38, 71, 94] - 544.6849808098991
[88, 38, 90, 71, 94] - 539.0073688715
[88, 36, 38, 90, 71] - 549.8363087270008
[88, 36, 71, 94, 97] - 671.1796773752005
[88, 90, 71, 94, 97] - 665.6495981428999
[88, 36, 90, 71, 97] - 675.3656254964012
[88, 36, 90, 71, 94] - 750.2260319563986
[88, 67, 38, 41] - 511.6426755099999
[88, 67, 41, 97] - 610.0776177000007
[88, 67, 36, 94, 41] - 543.0428818554011
[88, 67, 90, 94, 41] - 542.115729606699
[88, 67, 36, 90, 41] - 545.7465881436002
[88, 67, 38, 94, 97] - 545.1691123860995
[88, 67, 36, 38, 97] - 556.1577130855007
[88, 67, 38, 90, 97] - 552.9955358851998
[88, 67, 36, 38, 94] - 598.6664868616992
[88, 67, 38, 90, 94] - 594.9169392373002
[88, 67, 36, 38, 90] - 606.8596919721992
[88, 67, 36, 90, 94, 97] - 543.2698710874565
[88, 38, 94, 41] - 554.6878040500002
[88, 36, 38, 41] - 562.06095569
[88, 38, 90, 41] - 555.1856618400001
[88, 36, 94, 41, 97] - 620.8036030724004
[88, 90, 94, 41, 97] - 615.2063395536002
[88, 36, 90, 41, 97] - 616.9176104092988
[88, 36, 90, 94, 41] - 733.146085819299
[88, 36, 38, 90, 94, 97] - 520.5939594655887
[56, 79, 24, 97] - 601.1514287799993
[56, 79, 24, 94] - 600.8207546400001
[56, 79, 24, 36] - 599.2683633100003
[56, 79, 24, 90] - 592.5040136700005
[56, 79, 71, 97] - 558.3886352299987
[56, 79, 71, 94] - 562.2783152200002
[56, 79, 36, 71] - 561.0188038300003
[56, 79, 90, 71] - 558.7183759299996
[56, 67, 79, 97] - 546.5908037200005
[56, 67, 79, 94] - 551.196172080001
[56, 67, 79, 36] - 546.4164469699986
[56, 67, 79, 90] - 548.3532953399995
[56, 79, 41, 97] - 592.9246849500004
[56, 79, 94, 41] - 598.0072932899996
[56, 79, 36, 41] - 592.7642262799994
[56, 79, 90, 41] - 592.4524034099999
[56, 79, 38, 97] - 545.8905606100004
[56, 79, 38, 94] - 546.09435686
[56, 79, 36, 38] - 548.4254140499999
[56, 79, 38, 90] - 543.8973852300005
[56, 79, 36, 94, 97] - 676.0640722908016
[56, 79, 90, 94, 97] - 672.1700991123005
[56, 79, 36, 90, 97] - 670.8725405496998
[56, 79, 36, 90, 94] - 671.900621432401
[79, 24, 71] - 595.3670519999988
[67, 79, 24] - 621.3219989999992
[79, 24, 41] - 557.8375099999992
[79, 24, 36, 94, 97] - 554.8767038197996
[79, 24, 90, 94, 97] - 552.7592921265012
[79, 24, 36, 90, 97] - 552.3287334656005
[79, 24, 36, 90, 94] - 618.8519015442006
[67, 79, 71, 41] - 536.9394843499996
[67, 79, 38, 71] - 641.58740246
[67, 79, 71, 94, 97] - 538.8603021884998
[67, 79, 36, 71, 97] - 542.4972714610994
[67, 79, 90, 71, 97] - 546.100992936301
[67, 79, 36, 71, 94] - 606.5717646332995
[67, 79, 90, 71, 94] - 608.7670493196002
[67, 79, 36, 90, 71] - 616.4915035866003
[79, 71, 41, 97] - 548.3352275399994
[79, 71, 94, 41] - 659.7196520700016
[79, 36, 71, 41] - 664.2342824299993
[79, 90, 71, 41] - 663.2406429000004
[79, 38, 71, 97] - 666.1028555700009
[79, 36, 38, 71, 94] - 547.3172836040012
[79, 38, 90, 71, 94] - 547.1777506118
[79, 36, 38, 90, 71] - 554.2370382931991
[79, 36, 90, 71, 94, 97] - 508.98548368162164
[67, 79, 38, 41] - 513.6711330799995
[67, 79, 41, 97] - 602.805400589999
[67, 79, 36, 94, 41] - 536.4368898894993
[67, 79, 90, 94, 41] - 541.007881946
[67, 79, 36, 90, 41] - 541.7264808591998
[67, 79, 38, 94, 97] - 548.3673694004007
[67, 79, 36, 38, 97] - 553.817199367699
[67, 79, 38, 90, 97] - 554.2245621363008
[67, 79, 36, 38, 94] - 600.3381448387
[67, 79, 38, 90, 94] - 599.5907703527001
[67, 79, 36, 38, 90] - 608.2140509910006
[67, 79, 36, 90, 94, 97] - 546.5221882945087
[79, 38, 94, 41] - 557.6933195699986
[79, 36, 38, 41] - 561.8830567999989
[79, 38, 90, 41] - 562.1445138300004
[79, 36, 94, 41, 97] - 612.0720898607018
[79, 90, 94, 41, 97] - 612.4077550302984
[79, 36, 90, 41, 97] - 610.5883823160016
[79, 36, 90, 94, 41] - 730.4949816535006
[79, 36, 38, 90, 94, 97] - 525.4871361646992
[56, 24, 71] - 574.847827000001
[67, 56, 24] - 585.7269960000006
[56, 24, 38, 97] - 546.9575288100006
[56, 24, 38, 94] - 542.4320429299996
[56, 24, 36, 38] - 544.7291696799997
[56, 24, 38, 90] - 542.9400212300001
[56, 24, 36, 94, 97] - 659.0597727636002
[56, 24, 90, 94, 97] - 658.8082941045993
[56, 24, 36, 90, 97] - 656.418161972501
[56, 24, 36, 90, 94] - 653.8153028127009
[56, 67, 71, 41] - 657.5850843500008
[56, 67, 38, 71, 97] - 528.2739120901989
[56, 67, 38, 71, 94] - 526.1686243734009
[56, 67, 36, 38, 71] - 528.8181145333999
[56, 67, 38, 90, 71] - 528.4621509485006
[56, 67, 71, 94, 97] - 611.7582247298989
[56, 67, 36, 71, 97] - 615.0715740315004
[56, 67, 90, 71, 97] - 614.4660391802021
[56, 67, 36, 71, 94] - 615.1799536532006
[56, 67, 90, 71, 94] - 614.0939428866002
[56, 67, 36, 90, 71] - 617.8221269688994
[56, 38, 71, 41] - 594.3685972000005
[56, 71, 94, 41, 97] - 566.191368779
[56, 36, 71, 41, 97] - 571.5251789462992
[56, 90, 71, 41, 97] - 564.8519701521002
[56, 36, 71, 94, 41] - 571.8122937377002
[56, 90, 71, 94, 41] - 564.9484195658991
[56, 36, 90, 71, 41] - 570.2146507519994
[56, 38, 71, 94, 97] - 644.0124021013002
[56, 36, 38, 71, 97] - 647.7968810790009
[56, 38, 90, 71, 97] - 645.8282870476975
[56, 36, 38, 71, 94] - 645.6967495958005
[56, 38, 90, 71, 94] - 643.6963731494993
[56, 36, 38, 90, 71] - 648.1396842931982
[56, 36, 90, 71, 94, 97] - 597.2733670579757
[56, 67, 38, 41] - 596.1714380100007
[56, 67, 94, 41, 97] - 566.114873742
[56, 67, 36, 41, 97] - 567.7716649601008
[56, 67, 90, 41, 97] - 566.2329148897007
[56, 67, 36, 94, 41] - 568.1069305719989
[56, 67, 90, 94, 41] - 567.7307618761008
[56, 67, 36, 90, 41] - 568.121875506799
[56, 67, 38, 94, 97] - 643.0740714800014
[56, 67, 36, 38, 97] - 646.7596726561
[56, 67, 38, 90, 97] - 644.6766140235992
[56, 67, 36, 38, 94] - 645.2451100810986
[56, 67, 38, 90, 94] - 644.0967014683001
[56, 67, 36, 38, 90] - 647.6195131357991
[56, 67, 36, 90, 94, 97] - 592.3388568701226
[56, 38, 41, 97] - 637.3286720700013
[56, 38, 94, 41] - 636.9407806099989
[56, 36, 38, 41] - 642.2699857800006
[56, 38, 90, 41] - 637.7006280599999
[56, 36, 90, 94, 41, 97] - 540.549864711169
[56, 36, 38, 90, 94, 97] - 665.136191635186
[67, 24, 71] - 531.2041040000001
[24, 38, 71] - 520.263493
[24, 71, 94, 97] - 532.7846841900003
[24, 36, 71, 97] - 534.3518041000002
[24, 90, 71, 97] - 599.3811074100003
[24, 36, 71, 94] - 574.1489471499995
[24, 90, 71, 94] - 577.5700941799995
[24, 36, 90, 71] - 580.2336790999997
[67, 24, 38] - 541.2593250000003
[67, 24, 94, 97] - 555.5640639599991
[67, 24, 36, 97] - 554.5585820399996
[67, 24, 90, 97] - 622.4594413000002
[67, 24, 36, 94] - 592.93967362
[67, 24, 90, 94] - 601.23832056
[67, 24, 36, 90] - 602.1254777300002
[24, 38, 41] - 651.8780960000009
[24, 36, 94, 41, 97] - 546.2692933579008
[24, 90, 94, 41, 97] - 547.671497999301
[24, 36, 90, 41, 97] - 541.7489572437992
[24, 36, 90, 94, 41] - 622.4506108467008
[24, 36, 38, 90, 94, 97] - 583.2598744192579
[67, 38, 71, 41, 97] - 602.782270227501
[67, 38, 71, 94, 41] - 619.7177007673989
[67, 36, 38, 71, 41] - 628.2615117342995
[67, 38, 90, 71, 41] - 672.4010093591012
[67, 71, 94, 41, 97] - 611.5348026241995
[67, 36, 71, 41, 97] - 618.152237640701
[67, 90, 71, 41, 97] - 663.2453314850001
[67, 36, 90, 71, 94, 41] - 529.0332685989925
[67, 36, 38, 71, 94, 97] - 565.248397566648
[67, 38, 90, 71, 94, 97] - 563.5489864150431
[67, 36, 38, 90, 71, 97] - 571.657563102526
[67, 36, 38, 90, 71, 94] - 618.0463520955121
[67, 36, 90, 71, 94, 97] - 653.6096658706988
[38, 71, 94, 41, 97] - 565.1030705168015
[36, 38, 71, 41, 97] - 571.9843413917002
[38, 90, 71, 41, 97] - 615.9599901338996
[36, 38, 71, 94, 41] - 639.7876538077004
[38, 90, 71, 94, 41] - 634.6822868138009
[36, 38, 90, 71, 41] - 644.629299030199
[36, 90, 71, 94, 41, 97] - 518.8396458033797
[36, 38, 90, 71, 94, 97] - 656.6779269135845
[67, 38, 94, 41, 97] - 610.2752840760003
[67, 36, 38, 41, 97] - 616.7825651335005
[67, 38, 90, 41, 97] - 660.4366699347995
[67, 36, 38, 90, 94, 41] - 515.8030947305002
[67, 36, 90, 94, 41, 97] - 550.9351751223178
[67, 36, 38, 90, 94, 97] - 697.611437390812
[36, 38, 90, 94, 41, 97] - 711.9453735611913
